goalid,teamid,period,goaltime,scorer,assist1,assist2,gameid,goaldate,seconds
2023110219:22NJ8,NJ,3RD,1900-01-01 19:22:00,Dougie Hamilton,Jesper Bratt,Jack Hughes,20231102NJ@MIN,2023-11-02,3562
2023110219:39OTT4,OTT,2ND,1900-01-01 19:39:00,Dominik Kubalik,Claude Giroux,Jakob Chychrun,20231102LA@OTT,2023-11-02,2379
2023110222.0NYI1,NYI,1ST,1900-01-01 00:22:00,Ryan Pulock,Brock Nelson,Kyle Palmieri,20231102NYI@WAS,2023-11-02,22
2023110301:03PHI1,PHI,1ST,1900-01-01 01:03:00,Scott Laughton,Bobby Brink,Joel Farabee,20231103PHI@BUF,2023-11-03,63
2023110301:31PHI2,PHI,1ST,1900-01-01 01:31:00,Louie Belpedio,None,None,20231103PHI@BUF,2023-11-03,91
2023110302:24BUF5,BUF,3RD,1900-01-01 02:24:00,Henri Jokiharju,Casey Mittelstadt,John-Jason Peterka,20231103PHI@BUF,2023-11-03,2544
2023110307:12STL1,STL,2ND,1900-01-01 07:12:00,Jake Neighbours,Sammy Blais,Oskar Sundqvist,20231103NJ@STL,2023-11-03,1632
2023110309:54STL2,STL,2ND,1900-01-01 09:54:00,Kevin Hayes,Nick Leddy,Jakub Vrana,20231103NJ@STL,2023-11-03,1794
2023110311:28PHI6,PHI,3RD,1900-01-01 11:28:00,Bobby Brink,Joel Farabee,None,20231103PHI@BUF,2023-11-03,3088
2023110314:35PHI4,PHI,2ND,1900-01-01 14:35:00,Garnet Hathaway,Ryan Poehling,Nicolas Deslauriers,20231103PHI@BUF,2023-11-03,2075
2023110314:57PHI3,PHI,1ST,1900-01-01 14:57:00,Travis Konecny,None,None,20231103PHI@BUF,2023-11-03,897
2023110316:39NJ3,NJ,2ND,1900-01-01 16:39:00,Curtis Lazar,Alexander Holtz,John Marino,20231103NJ@STL,2023-11-03,2199
2023110318:23STL4,STL,3RD,1900-01-01 18:23:00,Kevin Hayes,Colton Parayko,Jordan Binnington,20231103NJ@STL,2023-11-03,3503
2023110319:51STL5,STL,3RD,1900-01-01 19:51:00,Robert Thomas,Justin Faulk,Kevin Hayes,20231103NJ@STL,2023-11-03,3591
2023110401:14CAR7,CAR,OVE,1900-01-01 01:14:00,Sebastian Aho,Martin Necas,Brady Skjei,20231104CAR@NYI,2023-11-04,3674
2023110401:17OTT6,OTT,3RD,1900-01-01 01:17:00,Claude Giroux,Tim Stutzle,Jacob Bernard-Docker,20231104TB@OTT,2023-11-04,2477
2023110401:24STL1,STL,1ST,1900-01-01 01:24:00,Jordan Kyrou,Brayden Schenn,None,20231104MON@STL,2023-11-04,84
2023110401:30PIT1,PIT,1ST,1900-01-01 01:30:00,Reilly Smith,Erik Karlsson,Jake Guentzel,20231104PIT@SJ,2023-11-04,90
2023110401:33CGY5,CGY,3RD,1900-01-01 01:33:00,Yegor Sharangovich,Nikita Zadorov,Nick DeSimone,20231104CGY@SEA,2023-11-04,2493
2023110401:38CLB3,CLB,2ND,1900-01-01 01:38:00,Dmitri Voronkov,Kirill Marchenko,David Jiricek,20231104CLB@WAS,2023-11-04,1298
2023110401:41MIN6,MIN,3RD,1900-01-01 01:41:00,Mats Zuccarello,Jonas Brodin,Marcus Johansson,20231104NYR@MIN,2023-11-04,2501
2023110402:50STL6,STL,3RD,1900-01-01 02:50:00,Alexei Toropchenko,Pavel Buchnevich,None,20231104MON@STL,2023-11-04,2570
2023110403:11BUF7,BUF,3RD,1900-01-01 03:11:00,Jordan Greenway,Casey Mittelstadt,John-Jason Peterka,20231104BUF@TOR,2023-11-04,2591
2023110403:21PIT3,PIT,2ND,1900-01-01 03:21:00,Jake Guentzel,Bryan Rust,Pierre-Olivier Joseph,20231104PIT@SJ,2023-11-04,1401
2023110403:22LV5,LV,3RD,1900-01-01 03:22:00,Mark Stone,None,None,20231104COL@LV,2023-11-04,2602
2023110403:23WPG7,WPG,3RD,1900-01-01 03:23:00,Brenden Dillon,Mason Appleton,Adam Lowry,20231104WPG@ARI,2023-11-04,2603
2023110403:24NSH4,NSH,2ND,1900-01-01 03:24:00,Ryan O'Reilly,Filip Forsberg,Tommy Novak,20231104NSH@EDM,2023-11-04,1404
2023110403:36NYR1,NYR,1ST,1900-01-01 03:36:00,Jimmy Vesey,None,None,20231104NYR@MIN,2023-11-04,216
2023110404:00CGY6,CGY,3RD,1900-01-01 04:00:00,Mikael Backlund,Walker Duehr,A.J. Greer,20231104CGY@SEA,2023-11-04,2640
2023110404:01MON2,MON,1ST,1900-01-01 04:01:00,Juraj Slafkovsky,Alex Newhook,Brendan Gallagher,20231104MON@STL,2023-11-04,241
2023110404:11NYI2,NYI,2ND,1900-01-01 04:11:00,Simon Holmstrom,Jean-Gabriel Pageau,None,20231104CAR@NYI,2023-11-04,1451
2023110404:21VAN1,VAN,2ND,1900-01-01 04:21:00,Pius Suter,Dakota Joshua,Carson Soucy,20231104DAL@VAN,2023-11-04,1461
2023110404:26PIT4,PIT,2ND,1900-01-01 04:26:00,Vinnie Hinostroza,None,None,20231104PIT@SJ,2023-11-04,1466
2023110404:57TB4,TB,2ND,1900-01-01 04:57:00,Mikey Eyssimont,Anthony Cirelli,None,20231104TB@OTT,2023-11-04,1497
2023110405:00MIN11,MIN,SHO,1900-01-01 05:00:00,Matt Boldy,None,None,20231104NYR@MIN,2023-11-04,4200
2023110405:00MIN9,MIN,SHO,1900-01-01 05:00:00,Mats Zuccarello,None,None,20231104NYR@MIN,2023-11-04,4200
2023110405:00NYR10,NYR,SHO,1900-01-01 05:00:00,Artemi Panarin,None,None,20231104NYR@MIN,2023-11-04,4200
2023110405:08EDM5,EDM,2ND,1900-01-01 05:08:00,Zach Hyman,None,None,20231104NSH@EDM,2023-11-04,1508
2023110405:20MIN7,MIN,3RD,1900-01-01 05:20:00,Marco Rossi,Kirill Kaprizov,Matt Boldy,20231104NYR@MIN,2023-11-04,2720
2023110405:21BOS1,BOS,1ST,1900-01-01 05:21:00,James van Riemsdyk,David Pastrnak,Pavel Zacha,20231104BOS@DET,2023-11-04,321
2023110405:29CHI4,CHI,2ND,1900-01-01 05:29:00,Connor Bedard,Philipp Kurashev,Jarred Tinordi,20231104FLA@CHI,2023-11-04,1529
2023110405:31ARI1,ARI,1ST,1900-01-01 05:31:00,Janis Moser,Matias Maccelli,Lawson Crouse,20231104WPG@ARI,2023-11-04,331
2023110405:49ARI2,ARI,2ND,1900-01-01 05:49:00,Liam O'Brien,Jack McBain,None,20231104WPG@ARI,2023-11-04,1549
2023110405:52NYR2,NYR,1ST,1900-01-01 05:52:00,Artemi Panarin,Vincent Trocheck,Alexis Lafreniere,20231104NYR@MIN,2023-11-04,352
2023110405:53STL7,STL,3RD,1900-01-01 05:53:00,Brayden Schenn,Jordan Kyrou,Brandon Saad,20231104MON@STL,2023-11-04,2753
2023110405:57MIN4,MIN,2ND,1900-01-01 05:57:00,Ryan Hartman,None,None,20231104NYR@MIN,2023-11-04,1557
2023110406:25CHI1,CHI,1ST,1900-01-01 06:25:00,Nick Foligno,Seth Jones,Corey Perry,20231104FLA@CHI,2023-11-04,385
2023110406:26MIN5,MIN,2ND,1900-01-01 06:26:00,Joel Eriksson Ek,Brock Faber,Marcus Foligno,20231104NYR@MIN,2023-11-04,1586
2023110406:28BUF3,BUF,2ND,1900-01-01 06:28:00,Tage Thompson,None,None,20231104BUF@TOR,2023-11-04,1588
2023110406:32LA5,LA,3RD,1900-01-01 06:32:00,Blake Lizotte,Alex Laferriere,None,20231104LA@PHI,2023-11-04,2792
2023110406:33FLA5,FLA,3RD,1900-01-01 06:33:00,Oliver Ekman-Larsson,Carter Verhaeghe,Aleksander Barkov,20231104FLA@CHI,2023-11-04,2793
2023110406:40NYR8,NYR,3RD,1900-01-01 06:40:00,Chris Kreider,Artemi Panarin,Erik Gustafsson,20231104NYR@MIN,2023-11-04,2800
2023110406:50DET6,DET,3RD,1900-01-01 06:50:00,Dylan Larkin,Lucas Raymond,Alex DeBrincat,20231104BOS@DET,2023-11-04,2810
2023110406:53NYR3,NYR,1ST,1900-01-01 06:53:00,Erik Gustafsson,Blake Wheeler,Will Cuylle,20231104NYR@MIN,2023-11-04,413
2023110407:16WPG8,WPG,3RD,1900-01-01 07:16:00,Nino Niederreiter,None,None,20231104WPG@ARI,2023-11-04,2836
2023110407:26TOR8,TOR,3RD,1900-01-01 07:26:00,Auston Matthews,Mark Giordano,Mitchell Marner,20231104BUF@TOR,2023-11-04,2846
2023110407:31WPG3,WPG,2ND,1900-01-01 07:31:00,Nino Niederreiter,Mason Appleton,Josh Morrissey,20231104WPG@ARI,2023-11-04,1651
2023110407:46NYI3,NYI,2ND,1900-01-01 07:46:00,Mathew Barzal,Bo Horvat,Ryan Pulock,20231104CAR@NYI,2023-11-04,1666
2023110408:18CAR4,CAR,2ND,1900-01-01 08:18:00,Jalen Chatfield,Jordan Martinook,Jordan Staal,20231104CAR@NYI,2023-11-04,1698
2023110408:22NSH7,NSH,3RD,1900-01-01 08:22:00,Ryan O'Reilly,Gustav Nyquist,Alexandre Carrier,20231104NSH@EDM,2023-11-04,2902
2023110408:34SJ5,SJ,2ND,1900-01-01 08:34:00,Anthony Duclair,Tomas Hertl,Jacob MacDonald,20231104PIT@SJ,2023-11-04,1714
2023110408:56DET7,DET,3RD,1900-01-01 08:56:00,David Perron,J.T. Compher,Jeff Petry,20231104BOS@DET,2023-11-04,2936
2023110409:12PIT6,PIT,2ND,1900-01-01 09:12:00,Evgeni Malkin,Reilly Smith,Rickard Rakell,20231104PIT@SJ,2023-11-04,1752
2023110409:13LV6,LV,3RD,1900-01-01 09:13:00,William Karlsson,Pavel Dorofeyev,None,20231104COL@LV,2023-11-04,2953
2023110409:20SJ10,SJ,3RD,1900-01-01 09:20:00,Jacob MacDonald,Tomas Hertl,Anthony Duclair,20231104PIT@SJ,2023-11-04,2960
2023110409:21CHI2,CHI,1ST,1900-01-01 09:21:00,Nikita Zaitsev,Philipp Kurashev,Lukas Reichel,20231104FLA@CHI,2023-11-04,561
2023110409:27PIT7,PIT,2ND,1900-01-01 09:27:00,Kris Letang,Sidney Crosby,Bryan Rust,20231104PIT@SJ,2023-11-04,1767
2023110409:28BOS2,BOS,1ST,1900-01-01 09:28:00,Matthew Poitras,Kevin Shattenkirk,James van Riemsdyk,20231104BOS@DET,2023-11-04,568
2023110409:35LV2,LV,2ND,1900-01-01 09:35:00,Jack Eichel,Jonathan Marchessault,Alex Pietrangelo,20231104COL@LV,2023-11-04,1775
2023110409:38TB7,TB,3RD,1900-01-01 09:38:00,Brayden Point,Steven Stamkos,Nikita Kucherov,20231104TB@OTT,2023-11-04,2978
2023110409:56SEA1,SEA,1ST,1900-01-01 09:56:00,Oliver Bjorkstrand,Justin Schultz,Yanni Gourde,20231104CGY@SEA,2023-11-04,596
2023110409:57EDM1,EDM,1ST,1900-01-01 09:57:00,Darnell Nurse,Mattias Ekholm,Ryan McLeod,20231104NSH@EDM,2023-11-04,597
2023110409:59DET4,DET,2ND,1900-01-01 09:59:00,Jake Walman,Moritz Seider,Daniel Sprong,20231104BOS@DET,2023-11-04,1799
2023110410:05WPG4,WPG,2ND,1900-01-01 10:05:00,Brenden Dillon,Vladislav Namestnikov,Cole Perfetti,20231104WPG@ARI,2023-11-04,1805
2023110410:22NSH2,NSH,1ST,1900-01-01 10:22:00,Filip Forsberg,Ryan O'Reilly,Marc Del Gaizo,20231104NSH@EDM,2023-11-04,622
2023110410:34DET8,DET,3RD,1900-01-01 10:34:00,Andrew Copp,J.T. Compher,David Perron,20231104BOS@DET,2023-11-04,3034
2023110411:02PIT11,PIT,3RD,1900-01-01 11:02:00,Evgeni Malkin,Reilly Smith,Rickard Rakell,20231104PIT@SJ,2023-11-04,3062
2023110411:08OTT8,OTT,3RD,1900-01-01 11:08:00,Brady Tkachuk,Josh Norris,None,20231104TB@OTT,2023-11-04,3068
2023110411:22TOR4,TOR,2ND,1900-01-01 11:22:00,Auston Matthews,William Nylander,Mitchell Marner,20231104BUF@TOR,2023-11-04,1882
2023110411:24TB9,TB,3RD,1900-01-01 11:24:00,Nikita Kucherov,Alex Barre-Boulet,Victor Hedman,20231104TB@OTT,2023-11-04,3084
2023110411:53PIT8,PIT,2ND,1900-01-01 11:53:00,Matt Nieto,Noel Acciari,Vinnie Hinostroza,20231104PIT@SJ,2023-11-04,1913
2023110411:56BUF5,BUF,2ND,1900-01-01 11:56:00,Jeff Skinner,Ryan Johnson,None,20231104BUF@TOR,2023-11-04,1916
2023110412:05TOR1,TOR,1ST,1900-01-01 12:05:00,Mitchell Marner,Calle Jarnkrok,Morgan Rielly,20231104BUF@TOR,2023-11-04,725
2023110412:10PIT12,PIT,3RD,1900-01-01 12:10:00,Jake Guentzel,None,None,20231104PIT@SJ,2023-11-04,3130
2023110412:14OTT10,OTT,3RD,1900-01-01 12:14:00,Drake Batherson,Brady Tkachuk,Jake Sanderson,20231104TB@OTT,2023-11-04,3134
2023110412:19CAR5,CAR,3RD,1900-01-01 12:19:00,Dmitry Orlov,Jesperi Kotkaniemi,Andrei Svechnikov,20231104CAR@NYI,2023-11-04,3139
2023110412:21WAS1,WAS,1ST,1900-01-01 12:21:00,Tom Wilson,None,None,20231104CLB@WAS,2023-11-04,741
2023110412:29FLA6,FLA,3RD,1900-01-01 12:29:00,Matthew Tkachuk,Carter Verhaeghe,Josh Mahura,20231104FLA@CHI,2023-11-04,3149
2023110412:39CHI3,CHI,1ST,1900-01-01 12:39:00,Taylor Hall,Jason Dickinson,Tyler Johnson,20231104FLA@CHI,2023-11-04,759
2023110412:48BUF9,BUF,3RD,1900-01-01 12:48:00,Alex Tuch,None,None,20231104BUF@TOR,2023-11-04,3168
2023110412:55PIT2,PIT,1ST,1900-01-01 12:55:00,Reilly Smith,Marcus Pettersson,Bryan Rust,20231104PIT@SJ,2023-11-04,775
2023110412:57LV3,LV,2ND,1900-01-01 12:57:00,William Carrier,Mark Stone,Chandler Stephenson,20231104COL@LV,2023-11-04,1977
2023110412:58OTT1,OTT,1ST,1900-01-01 12:58:00,Brady Tkachuk,Mathieu Joseph,Jake Sanderson,20231104TB@OTT,2023-11-04,778
2023110413:03STL4,STL,2ND,1900-01-01 13:03:00,Brandon Saad,Jordan Kyrou,Brayden Schenn,20231104MON@STL,2023-11-04,1983
2023110413:41BOS5,BOS,2ND,1900-01-01 13:41:00,Charlie Coyle,None,None,20231104BOS@DET,2023-11-04,2021
2023110413:49LV4,LV,2ND,1900-01-01 13:49:00,Jack Eichel,Mark Stone,Shea Theodore,20231104COL@LV,2023-11-04,2029
2023110413:59CGY2,CGY,1ST,1900-01-01 13:59:00,Martin Pospisil,Nazem Kadri,Dillon Dube,20231104CGY@SEA,2023-11-04,839
2023110414:11BOS9,BOS,3RD,1900-01-01 14:11:00,David Pastrnak,Matthew Poitras,Hampus Lindholm,20231104BOS@DET,2023-11-04,3251
2023110414:32LA1,LA,1ST,1900-01-01 14:32:00,Adrian Kempe,Quinton Byfield,Vladislav Gavrikov,20231104LA@PHI,2023-11-04,872
2023110414:43LV7,LV,3RD,1900-01-01 14:43:00,William Karlsson,Pavel Dorofeyev,Michael Amadio,20231104COL@LV,2023-11-04,3283
2023110414:47ARI5,ARI,2ND,1900-01-01 14:47:00,Lawson Crouse,Nick Bjugstad,None,20231104WPG@ARI,2023-11-04,2087
2023110414:48MON5,MON,2ND,1900-01-01 14:48:00,Brendan Gallagher,Sean Monahan,None,20231104MON@STL,2023-11-04,2088
2023110414:50LA2,LA,1ST,1900-01-01 14:50:00,Anze Kopitar,Matt Roy,Quinton Byfield,20231104LA@PHI,2023-11-04,890
2023110415:15NSH6,NSH,2ND,1900-01-01 15:15:00,Tommy Novak,Luke Evangelista,Roman Josi,20231104NSH@EDM,2023-11-04,2115
2023110415:26CAR6,CAR,3RD,1900-01-01 15:26:00,Jesperi Kotkaniemi,Andrei Svechnikov,None,20231104CAR@NYI,2023-11-04,3326
2023110415:54VAN2,VAN,2ND,1900-01-01 15:54:00,Elias Pettersson,Filip Hronek,Ilya Mikheyev,20231104DAL@VAN,2023-11-04,2154
2023110416:00STL8,STL,3RD,1900-01-01 16:00:00,Kasperi Kapanen,Robert Thomas,None,20231104MON@STL,2023-11-04,3360
2023110416:01LA3,LA,2ND,1900-01-01 16:01:00,Arthur Kaliyev,Quinton Byfield,Trevor Moore,20231104LA@PHI,2023-11-04,2161
2023110416:13BUF2,BUF,1ST,1900-01-01 16:13:00,John-Jason Peterka,Owen Power,Victor Olofsson,20231104BUF@TOR,2023-11-04,973
2023110416:20DET3,DET,1ST,1900-01-01 16:20:00,Lucas Raymond,David Perron,Dylan Larkin,20231104BOS@DET,2023-11-04,980
2023110416:22SEA3,SEA,1ST,1900-01-01 16:22:00,Eeli Tolvanen,Yanni Gourde,Devin Shore,20231104CGY@SEA,2023-11-04,982
2023110416:37STL3,STL,1ST,1900-01-01 16:37:00,Robert Thomas,Justin Faulk,None,20231104MON@STL,2023-11-04,997
2023110416:50LV1,LV,1ST,1900-01-01 16:50:00,Mark Stone,Brayden McNabb,Chandler Stephenson,20231104COL@LV,2023-11-04,1010
2023110417.0TOR6,TOR,3RD,1900-01-01 00:17:00,Auston Matthews,Mitchell Marner,None,20231104BUF@TOR,2023-11-04,2417
2023110417:01WPG6,WPG,2ND,1900-01-01 17:01:00,Nino Niederreiter,Nikolaj Ehlers,Neal Pionk,20231104WPG@ARI,2023-11-04,2221
2023110417:05TB2,TB,1ST,1900-01-01 17:05:00,Victor Hedman,Nikita Kucherov,Brayden Point,20231104TB@OTT,2023-11-04,1025
2023110417:21WAS2,WAS,1ST,1900-01-01 17:21:00,Sonny Milano,Nick Jensen,Rasmus Sandin,20231104CLB@WAS,2023-11-04,1041
2023110417:40NYI1,NYI,1ST,1900-01-01 17:40:00,Noah Dobson,Mathew Barzal,Bo Horvat,20231104CAR@NYI,2023-11-04,1060
2023110418:19TB5,TB,2ND,1900-01-01 18:19:00,Brayden Point,None,None,20231104TB@OTT,2023-11-04,2299
2023110418:29SEA7,SEA,3RD,1900-01-01 18:29:00,Jaden Schwartz,None,None,20231104CGY@SEA,2023-11-04,3509
2023110418:32MON9,MON,3RD,1900-01-01 18:32:00,Nick Suzuki,Cole Caufield,Mike Matheson,20231104MON@STL,2023-11-04,3512
2023110418:54BUF10,BUF,3RD,1900-01-01 18:54:00,Alex Tuch,None,None,20231104BUF@TOR,2023-11-04,3534
2023110419:00CGY4,CGY,2ND,1900-01-01 19:00:00,Noah Hanifin,Jonathan Huberdeau,Connor Zary,20231104CGY@SEA,2023-11-04,2340
2023110419:12CGY8,CGY,3RD,1900-01-01 19:12:00,Mikael Backlund,None,None,20231104CGY@SEA,2023-11-04,3552
2023110419:39CGY9,CGY,3RD,1900-01-01 19:39:00,Rasmus Andersson,None,None,20231104CGY@SEA,2023-11-04,3579
2023110419:44LA4,LA,2ND,1900-01-01 19:44:00,Trevor Moore,Arthur Kaliyev,None,20231104LA@PHI,2023-11-04,2384
2023110419:50CHI7,CHI,3RD,1900-01-01 19:50:00,Philipp Kurashev,Ryan Donato,None,20231104FLA@CHI,2023-11-04,3590
2023110423.0NSH3,NSH,2ND,1900-01-01 00:23:00,Ryan O'Reilly,Filip Forsberg,Alexandre Carrier,20231104NSH@EDM,2023-11-04,1223
2023110432.0TB3,TB,2ND,1900-01-01 00:32:00,Brayden Point,Nikita Kucherov,None,20231104TB@OTT,2023-11-04,1232
2023110449.0PIT9,PIT,3RD,1900-01-01 00:49:00,Bryan Rust,Jake Guentzel,Erik Karlsson,20231104PIT@SJ,2023-11-04,2449
2023110501:38ANA3,ANA,3RD,1900-01-01 01:38:00,Adam Henrique,Cam Fowler,Frank Vatrano,20231105LV@ANA,2023-11-05,2498
2023110501:51CHI1,CHI,1ST,1900-01-01 01:51:00,Taylor Hall,Tyler Johnson,Wyatt Kaiser,20231105NJ@CHI,2023-11-05,111
2023110504:35NJ4,NJ,3RD,1900-01-01 04:35:00,Curtis Lazar,John Marino,None,20231105NJ@CHI,2023-11-05,2675
2023110508:51LV1,LV,1ST,1900-01-01 08:51:00,Ivan Barbashev,Jack Eichel,None,20231105LV@ANA,2023-11-05,531
2023110510:55ANA4,ANA,3RD,1900-01-01 10:55:00,Sam Carrick,Pavel Mintyukov,None,20231105LV@ANA,2023-11-05,3055
2023110513:07NJ2,NJ,1ST,1900-01-01 13:07:00,Dawson Mercer,Erik Haula,Dougie Hamilton,20231105NJ@CHI,2023-11-05,787
2023110513:43LV2,LV,2ND,1900-01-01 13:43:00,Jack Eichel,Shea Theodore,Brayden McNabb,20231105LV@ANA,2023-11-05,2023
2023110514:41NJ3,NJ,1ST,1900-01-01 14:41:00,Maxwell Willman,None,None,20231105NJ@CHI,2023-11-05,881
2023110515:14CHI5,CHI,3RD,1900-01-01 15:14:00,Ryan Donato,Andreas Athanasiou,Jason Dickinson,20231105NJ@CHI,2023-11-05,3314
2023110516:20ANA5,ANA,3RD,1900-01-01 16:20:00,Mason McTavish,Frank Vatrano,Ilya Lyubushkin,20231105LV@ANA,2023-11-05,3380
2023110518:51ANA6,ANA,3RD,1900-01-01 18:51:00,Sam Carrick,Troy Terry,Cam Fowler,20231105LV@ANA,2023-11-05,3531
2023110519:59NJ6,NJ,3RD,1900-01-01 19:59:00,Michael McLeod,None,None,20231105NJ@CHI,2023-11-05,3599
2023110601:26FLA9,FLA,OVE,1900-01-01 01:26:00,Carter Verhaeghe,Anton Lundell,Matthew Tkachuk,20231106CLB@FLA,2023-11-06,3686
2023110601:55TOR8,TOR,3RD,1900-01-01 01:55:00,Calle Jarnkrok,Nicholas Robertson,Max Domi,20231106TB@TOR,2023-11-06,2515
2023110602:03TOR9,TOR,3RD,1900-01-01 02:03:00,Mitchell Marner,Matthew Knies,Morgan Rielly,20231106TB@TOR,2023-11-06,2523
2023110602:19FLA1,FLA,1ST,1900-01-01 02:19:00,Ryan Lomberg,Steven Lorentz,Josh Mahura,20231106CLB@FLA,2023-11-06,139
2023110602:22TOR6,TOR,2ND,1900-01-01 02:22:00,Auston Matthews,T.J. Brodie,Mitchell Marner,20231106TB@TOR,2023-11-06,1342
2023110603:09FLA2,FLA,1ST,1900-01-01 03:09:00,Gustav Forsling,Sam Reinhart,Oliver Ekman-Larsson,20231106CLB@FLA,2023-11-06,189
2023110603:42TOR1,TOR,1ST,1900-01-01 03:42:00,Matthew Knies,Mitchell Marner,Auston Matthews,20231106TB@TOR,2023-11-06,222
2023110604:17TB2,TB,1ST,1900-01-01 04:17:00,Victor Hedman,Nikita Kucherov,Brayden Point,20231106TB@TOR,2023-11-06,257
2023110605:09DAL3,DAL,3RD,1900-01-01 05:09:00,Wyatt Johnston,Esa Lindell,Miro Heiskanen,20231106BOS@DAL,2023-11-06,2709
2023110605:42TOR7,TOR,2ND,1900-01-01 05:42:00,Auston Matthews,Matthew Knies,Mitchell Marner,20231106TB@TOR,2023-11-06,1542
2023110606:09FLA3,FLA,1ST,1900-01-01 06:09:00,Aleksander Barkov,Sam Reinhart,Niko Mikkola,20231106CLB@FLA,2023-11-06,369
2023110606:11TB3,TB,1ST,1900-01-01 06:11:00,Nikita Kucherov,Brandon Hagel,Mikhail Sergachev,20231106TB@TOR,2023-11-06,371
2023110606:42EDM1,EDM,1ST,1900-01-01 06:42:00,Mattias Ekholm,Sam Gagner,Evander Kane,20231106EDM@VAN,2023-11-06,402
2023110607:38EDM5,EDM,2ND,1900-01-01 07:38:00,Leon Draisaitl,Warren Foegele,None,20231106EDM@VAN,2023-11-06,1658
2023110607:51VAN7,VAN,3RD,1900-01-01 07:51:00,J.T. Miller,Quinn Hughes,Filip Hronek,20231106EDM@VAN,2023-11-06,2871
2023110609:51BOS4,BOS,3RD,1900-01-01 09:51:00,Brad Marchand,James van Riemsdyk,David Pastrnak,20231106BOS@DAL,2023-11-06,2991
2023110610:02CLB6,CLB,2ND,1900-01-01 10:02:00,Kirill Marchenko,Ivan Provorov,Alexandre Texier,20231106CLB@FLA,2023-11-06,1802
2023110610:21BOS1,BOS,1ST,1900-01-01 10:21:00,John Beecher,Hampus Lindholm,None,20231106BOS@DAL,2023-11-06,621
2023110610:52VAN6,VAN,2ND,1900-01-01 10:52:00,Nils Hoglander,Sam Lafferty,None,20231106EDM@VAN,2023-11-06,1852
2023110611:27TB4,TB,1ST,1900-01-01 11:27:00,Nikita Kucherov,Victor Hedman,Steven Stamkos,20231106TB@TOR,2023-11-06,687
2023110611:30VAN2,VAN,1ST,1900-01-01 11:30:00,Quinn Hughes,Andrei Kuzmenko,Filip Hronek,20231106EDM@VAN,2023-11-06,690
2023110612:30CLB7,CLB,3RD,1900-01-01 12:30:00,Alexandre Texier,Andrew Peeke,Cole Sillinger,20231106CLB@FLA,2023-11-06,3150
2023110613:22VAN3,VAN,1ST,1900-01-01 13:22:00,Pius Suter,Dakota Joshua,Ian Cole,20231106EDM@VAN,2023-11-06,802
2023110614:09BOS2,BOS,1ST,1900-01-01 14:09:00,Mason Lohrei,Danton Heinen,Ian Mitchell,20231106BOS@DAL,2023-11-06,849
2023110614:52VAN4,VAN,1ST,1900-01-01 14:52:00,Brock Boeser,J.T. Miller,Quinn Hughes,20231106EDM@VAN,2023-11-06,892
2023110615:13TB5,TB,1ST,1900-01-01 15:13:00,Brayden Point,Nikita Kucherov,Victor Hedman,20231106TB@TOR,2023-11-06,913
2023110615:41CLB4,CLB,1ST,1900-01-01 15:41:00,Sean Kuraly,Erik Gudbranson,Justin Danforth,20231106CLB@FLA,2023-11-06,941
2023110617:34TB10,TB,3RD,1900-01-01 17:34:00,Brandon Hagel,Calvin de Haan,Erik Cernak,20231106TB@TOR,2023-11-06,3454
2023110618:51CLB5,CLB,1ST,1900-01-01 18:51:00,Boone Jenner,Jack Roslovic,Erik Gudbranson,20231106CLB@FLA,2023-11-06,1131
2023110619:03FLA8,FLA,3RD,1900-01-01 19:03:00,Nick Cousins,None,None,20231106CLB@FLA,2023-11-06,3543
2023110619:04VAN8,VAN,3RD,1900-01-01 19:04:00,Brock Boeser,Elias Pettersson,Quinn Hughes,20231106EDM@VAN,2023-11-06,3544
2023110619:32DAL5,DAL,3RD,1900-01-01 19:32:00,Joe Pavelski,Jason Robertson,Miro Heiskanen,20231106BOS@DAL,2023-11-06,3572
2023110646.0TOR11,TOR,OVE,1900-01-01 00:46:00,Calle Jarnkrok,Morgan Rielly,William Nylander,20231106TB@TOR,2023-11-06,3646
2023110701:02WPG5,WPG,3RD,1900-01-01 01:02:00,Kyle Connor,Mark Scheifele,Alex Iafallo,20231107WPG@STL,2023-11-07,2462
2023110701:16SEA5,SEA,3RD,1900-01-01 01:16:00,Jaden Schwartz,Matty Beniers,Eeli Tolvanen,20231107SEA@ARI,2023-11-07,2476
2023110701:30CAR5,CAR,OVE,1900-01-01 01:30:00,Martin Necas,Sebastian Aho,Brady Skjei,20231107BUF@CAR,2023-11-07,3690
2023110701:40NYR1,NYR,1ST,1900-01-01 01:40:00,Vincent Trocheck,Erik Gustafsson,None,20231107DET@NYR,2023-11-07,100
2023110701:43SJ1,SJ,1ST,1900-01-01 01:43:00,Anthony Duclair,Kevin Labanc,Mikael Granlund,20231107PHI@SJ,2023-11-07,103
2023110701:58ARI6,ARI,3RD,1900-01-01 01:58:00,Clayton Keller,Nick Schmaltz,Sean Durzi,20231107SEA@ARI,2023-11-07,2518
2023110702:25COL3,COL,2ND,1900-01-01 02:25:00,Ross Colton,Miles Wood,Logan O'Connor,20231107NJ@COL,2023-11-07,1345
2023110703:43NJ1,NJ,1ST,1900-01-01 03:43:00,Tyler Toffoli,John Marino,Michael McLeod,20231107NJ@COL,2023-11-07,223
