gameID,visitors,home,gameDate,winner
20231026COL@PIT,COL,PIT,2023-10-26,PIT
20231026SJ@TB,SJ,TB,2023-10-26,TB
20231026MIN@PHI,MIN,PHI,2023-10-26,PHI
20231026OTT@NYI,OTT,NYI,2023-10-26,NYI
20231026TOR@DAL,TOR,DAL,2023-10-26,TOR
20231026STL@CGY,STL,CGY,2023-10-26,STL
20231026NYR@EDM,NYR,EDM,2023-10-26,NYR
20231027CHI@VGK,CHI,VGK,2023-10-27,CHI
20231027SJ@CAR,SJ,CAR,2023-10-27,CAR
20231027BUF@NJ,BUF,NJ,2023-10-27,NJ
20231027MIN@WAS,MIN,WAS,2023-10-27,WAS
20231027LA@ARI,LA,ARI,2023-10-27,LA
20231027STL@VAN,STL,VAN,2023-10-27,VAN
