"goalID","scorer","period","teamName","goalDate","gameID"
"2023102405:19COL1",Ryan Johansen,"1ST",Colorado Avalanche,2023-10-24,"20231024COL@NYI"
"2023102405:22DAL4",Thomas Harley,"3RD",Dallas Stars,2023-10-24,"20231024DAL@PIT"
"2023102405:35LA8",Kevin Fiala,"3RD",Los Angeles Kings,2023-10-24,"20231024ARI@LA"
"2023102405:41TOR2",John Tavares,"2ND",Toronto Maple Leafs,2023-10-24,"20231024TOR@WAS"
"2023102405:49MON1",Justin Barron,"1ST",Montreal Canadiens,2023-10-24,"20231024NJ@MON"
"2023102405:55NYI5",Simon Holmstrom,"2ND",New York Islanders,2023-10-24,"20231024COL@NYI"
"2023102406:17ARI5",Nick Bjugstad,"2ND",Arizona Coyotes,2023-10-24,"20231024ARI@LA"
"2023102406:29TOR3",William Nylander,"2ND",Toronto Maple Leafs,2023-10-24,"20231024TOR@WAS"
"2023102406:48MIN7",Mats Zuccarello,"3RD",Minnesota Wild,2023-10-24,"20231024EDM@MIN"
"2023102407:17NJ5",Tyler Toffoli,"3RD",New Jersey Devils,2023-10-24,"20231024NJ@MON"
"2023102407:37DAL2",Jason Robertson,"2ND",Dallas Stars,2023-10-24,"20231024DAL@PIT"
"2023102407:38NYR2",Alexis Lafreniere,"2ND",New York Rangers,2023-10-24,"20231024NYR@CGY"
"2023102407:39LA6",Blake Lizotte,"2ND",Los Angeles Kings,2023-10-24,"20231024ARI@LA"
"2023102407:47COL9",Mikko Rantanen,"3RD",Colorado Avalanche,2023-10-24,"20231024COL@NYI"
"2023102407:47MIN2",Marco Rossi,"1ST",Minnesota Wild,2023-10-24,"20231024EDM@MIN"
"2023102408:06BUF1",Jeff Skinner,"1ST",Buffalo Sabres,2023-10-24,"20231024BUF@OTT"
"2023102408:13LA2",Anze Kopitar,"1ST",Los Angeles Kings,2023-10-24,"20231024ARI@LA"
"2023102408:30SJ1",Fabian Zetterlund,"2ND",San Jose Sharks,2023-10-24,"20231024SJ@FLA"
"2023102409:13CLB3",Adam Fantilli,"3RD",Columbus Blue Jackets,2023-10-24,"20231024ANA@CLB"
"2023102409:18NSH5",Kiefer Sherwood,"2ND",Nashville Predators,2023-10-24,"20231024VAN@NSH"
"2023102409:48FLA2",Carter Verhaeghe,"2ND",Florida Panthers,2023-10-24,"20231024SJ@FLA"
"2023102410:03NYI2",Cal Clutterbuck,"1ST",New York Islanders,2023-10-24,"20231024COL@NYI"
"2023102410:26DET7",Alex DeBrincat,"3RD",Detroit Red Wings,2023-10-24,"20231024SEA@DET"
"2023102410:28MIN8",Joel Eriksson Ek,"3RD",Minnesota Wild,2023-10-24,"20231024EDM@MIN"
"2023102410:35LA3",Trevor Lewis,"1ST",Los Angeles Kings,2023-10-24,"20231024ARI@LA"
"2023102410:35MON6",Mike Matheson,"3RD",Montreal Canadiens,2023-10-24,"20231024NJ@MON"
"2023102411:20BUF2",Zemgus Girgensons,"1ST",Buffalo Sabres,2023-10-24,"20231024BUF@OTT"
"2023102412:34LA4",Trevor Moore,"1ST",Los Angeles Kings,2023-10-24,"20231024ARI@LA"
"2023102412:52COL3",Cale Makar,"1ST",Colorado Avalanche,2023-10-24,"20231024COL@NYI"
"2023102412:53TOR1",Morgan Rielly,"1ST",Toronto Maple Leafs,2023-10-24,"20231024TOR@WAS"
"2023102412:55EDM9",Evander Kane,"3RD",Edmonton Oilers,2023-10-24,"20231024EDM@MIN"
"2023102413:14OTT4",Jakob Chychrun,"2ND",Ottawa Senators,2023-10-24,"20231024BUF@OTT"
"2023102413:24NJ2",Alexander Holtz,"1ST",New Jersey Devils,2023-10-24,"20231024NJ@MON"
"2023102413:51DAL5",Wyatt Johnston,"3RD",Dallas Stars,2023-10-24,"20231024DAL@PIT"
"2023102414:09NYR3",Chris Kreider,"2ND",New York Rangers,2023-10-24,"20231024NYR@CGY"
"2023102415:07TOR4",Auston Matthews,"2ND",Toronto Maple Leafs,2023-10-24,"20231024TOR@WAS"
"2023102415:23FLA3",Sam Reinhart,"2ND",Florida Panthers,2023-10-24,"20231024SJ@FLA"
"2023102415:35OTT7",Vladimir Tarasenko,"3RD",Ottawa Senators,2023-10-24,"20231024BUF@OTT"
"2023102415:38NSH2",Colton Sissons,"1ST",Nashville Predators,2023-10-24,"20231024VAN@NSH"
"2023102415:49ANA2",Ryan Strome,"2ND",Anaheim Ducks,2023-10-24,"20231024ANA@CLB"
"2023102415:50MIN10",Ryan Hartman,"3RD",Minnesota Wild,2023-10-24,"20231024EDM@MIN"
"2023102416:03DAL3",Evgenii Dadonov,"2ND",Dallas Stars,2023-10-24,"20231024DAL@PIT"
"2023102416:13ANA4",Brett Leason,"3RD",Anaheim Ducks,2023-10-24,"20231024ANA@CLB"
"2023102416:37MIN11",Marcus Foligno,"3RD",Minnesota Wild,2023-10-24,"20231024EDM@MIN"
"2023102416:37STL5",Robert Thomas,"3RD",St. Louis Blues,2023-10-24,"20231024STL@WPG"
"2023102416:49CLB1",Emil Bemstrom,"1ST",Columbus Blue Jackets,2023-10-24,"20231024ANA@CLB"
"2023102416:53NYR4",Erik Gustafsson,"2ND",New York Rangers,2023-10-24,"20231024NYR@CGY"
"2023102417:04TB3",Nick Paul,"3RD",Tampa Bay Lightning,2023-10-24,"20231024CAR@TB"
"2023102417:08BUF5",Alex Tuch,"2ND",Buffalo Sabres,2023-10-24,"20231024BUF@OTT"
"2023102417:28ARI7",Clayton Keller,"2ND",Arizona Coyotes,2023-10-24,"20231024ARI@LA"
"2023102417:51TB2",Alex Barre-Boulet,"2ND",Tampa Bay Lightning,2023-10-24,"20231024CAR@TB"
"2023102417:54SEA3",Jaden Schwartz,"2ND",Seattle Kraken,2023-10-24,"20231024SEA@DET"
"2023102418:22NJ3",Tyler Toffoli,"2ND",New Jersey Devils,2023-10-24,"20231024NJ@MON"
"2023102418:25STL3",Pavel Buchnevich,"2ND",St. Louis Blues,2023-10-24,"20231024STL@WPG"
"2023102418:27EDM3",Warren Foegele,"1ST",Edmonton Oilers,2023-10-24,"20231024EDM@MIN"
"2023102418:38OTT8",Josh Norris,"3RD",Ottawa Senators,2023-10-24,"20231024BUF@OTT"
"2023102418:38SEA8",Jared McCann,"3RD",Seattle Kraken,2023-10-24,"20231024SEA@DET"
"2023102418:48BUF6",Tage Thompson,"2ND",Buffalo Sabres,2023-10-24,"20231024BUF@OTT"
"2023102418:50WPG6",Morgan Barron,"3RD",Winnipeg Jets,2023-10-24,"20231024STL@WPG"
"2023102418:58OTT9",Mathieu Joseph,"3RD",Ottawa Senators,2023-10-24,"20231024BUF@OTT"
"2023102419:00COL10",Ryan Johansen,"3RD",Colorado Avalanche,2023-10-24,"20231024COL@NYI"
"2023102419:01MIN4",Ryan Hartman,"1ST",Minnesota Wild,2023-10-24,"20231024EDM@MIN"
"2023102419:04SEA4",Tye Kartye,"2ND",Seattle Kraken,2023-10-24,"20231024SEA@DET"
"2023102419:06TB1",Brayden Point,"1ST",Tampa Bay Lightning,2023-10-24,"20231024CAR@TB"
"2023102419:18COL6",Bowen Byram,"2ND",Colorado Avalanche,2023-10-24,"20231024COL@NYI"
"2023102419:22PIT1",Bryan Rust,"1ST",Pittsburgh Penguins,2023-10-24,"20231024DAL@PIT"
"2023102419:23LA9",Adrian Kempe,"3RD",Los Angeles Kings,2023-10-24,"20231024ARI@LA"
"2023102419:29COL11",Ross Colton,"3RD",Colorado Avalanche,2023-10-24,"20231024COL@NYI"
"2023102419:31COL7",Nathan MacKinnon,"2ND",Colorado Avalanche,2023-10-24,"20231024COL@NYI"
"2023102419:34NJ7",Tyler Toffoli,"3RD",New Jersey Devils,2023-10-24,"20231024NJ@MON"
"2023102419:37BUF10",Tage Thompson,"3RD",Buffalo Sabres,2023-10-24,"20231024BUF@OTT"
"2023102419:49WAS5",Alex Ovechkin,"2ND",Washington Capitals,2023-10-24,"20231024TOR@WAS"
"2023102419:58FLA4",Kevin Stenlund,"3RD",Florida Panthers,2023-10-24,"20231024SJ@FLA"
"2023102422.0VAN3",Phillip Di Giuseppe,"2ND",Vancouver Canucks,2023-10-24,"20231024VAN@NSH"
"2023102432.0EDM5",Warren Foegele,"2ND",Edmonton Oilers,2023-10-24,"20231024EDM@MIN"
"2023102434.0NJ4",Nico Hischier,"3RD",New Jersey Devils,2023-10-24,"20231024NJ@MON"
"2023102438.0MIN6",Ryan Hartman,"3RD",Minnesota Wild,2023-10-24,"20231024EDM@MIN"
"2023102454.0EDM1",Evan Bouchard,"1ST",Edmonton Oilers,2023-10-24,"20231024EDM@MIN"
"2023102502:09WAS9",Connor McMichael,"3RD",Washington Capitals,2023-10-25,"20231025WAS@NJ"
"2023102504:31NJ4",Tyler Toffoli,"2ND",New Jersey Devils,2023-10-25,"20231025WAS@NJ"
"2023102505:19NJ5",Timo Meier,"2ND",New Jersey Devils,2023-10-25,"20231025WAS@NJ"
"2023102506:37WAS1",Anthony Mantha,"1ST",Washington Capitals,2023-10-25,"20231025WAS@NJ"
"2023102506:42NJ6",Nico Hischier,"2ND",New Jersey Devils,2023-10-25,"20231025WAS@NJ"
"2023102510:01NJ7",Tyler Toffoli,"2ND",New Jersey Devils,2023-10-25,"20231025WAS@NJ"
"2023102515:52WAS2",Dylan Strome,"1ST",Washington Capitals,2023-10-25,"20231025WAS@NJ"
"2023102517:28WAS3",Sonny Milano,"1ST",Washington Capitals,2023-10-25,"20231025WAS@NJ"
"2023102518.0WAS8",Dylan Strome,"3RD",Washington Capitals,2023-10-25,"20231025WAS@NJ"
"2023102518:25WAS10",Alex Ovechkin,"3RD",Washington Capitals,2023-10-25,"20231025WAS@NJ"
"2023102601:41BOS2",Charlie Coyle,"2ND",Boston Bruins,2023-10-26,"20231026ANA@BOS"
"2023102601:41TB1",Brayden Point,"1ST",Tampa Bay Lightning,2023-10-26,"202310266SJ@TB"
"2023102602:08ANA7",Mason McTavish,OVE,Anaheim Ducks,2023-10-26,"20231026ANA@BOS"
"2023102602:41NYI1",Bo Horvat,"1ST",New York Islanders,2023-10-26,"20231026OTT@NYI"
"2023102602:46CLB1",Jack Roslovic,"1ST",Columbus Blue Jackets,2023-10-26,"20231026CLB@MON"
"2023102603:01BOS3",Matt Grzelcyk,"2ND",Boston Bruins,2023-10-26,"20231026ANA@BOS"
"2023102603:05MIN4",Dakota Mermis,"3RD",Minnesota Wild,2023-10-26,"20231026MIN@PHI"
"2023102603:18DET3",Lucas Raymond,"2ND",Detroit Red Wings,2023-10-26,"20231026WPG@DET"
"2023102603:32NYR1",Adam Fox,"2ND",New York Rangers,2023-10-26,"20231026NYR@EDM"
"2023102604:01TB4",Brandon Hagel,"2ND",Tampa Bay Lightning,2023-10-26,"202310266SJ@TB"
"2023102604:17MON7",Cole Caufield,OVE,Montreal Canadiens,2023-10-26,"20231026CLB@MON"
"2023102604:30MIN5",Marcus Foligno,"3RD",Minnesota Wild,2023-10-26,"20231026MIN@PHI"
"2023102604:40PIT1",Reilly Smith,"1ST",Pittsburgh Penguins,2023-10-26,"20231026COL@PIT"
"2023102604:50CAR5",Martin Necas,OVE,Carolina Hurricanes,2023-10-26,"20231026SEA@CAR"
"2023102605:08TOR4",Tyler Bertuzzi,"3RD",Toronto Maple Leafs,2023-10-26,"20231026TOR@DAL"
"2023102605:44TB6",Luke Glendening,"3RD",Tampa Bay Lightning,2023-10-26,"202310266SJ@TB"
"2023102606:00PIT3",Lars Eller,"2ND",Pittsburgh Penguins,2023-10-26,"20231026COL@PIT"
"2023102606:03TB2",Mikey Eyssimont,"1ST",Tampa Bay Lightning,2023-10-26,"202310266SJ@TB"
"2023102606:34PHI6",Owen Tippett,"3RD",Philadelphia Flyers,2023-10-26,"20231026MIN@PHI"
"2023102606:45NYI5",Noah Dobson,"3RD",New York Islanders,2023-10-26,"20231026OTT@NYI"
"2023102606:52OTT3",Claude Giroux,"2ND",Ottawa Senators,2023-10-26,"20231026OTT@NYI"
"2023102607:28PHI2",Sean Couturier,"2ND",Philadelphia Flyers,2023-10-26,"20231026MIN@PHI"
"2023102607:29TB5",Nick Paul,"2ND",Tampa Bay Lightning,2023-10-26,"202310266SJ@TB"
"2023102607:48MON6",Sean Monahan,"3RD",Montreal Canadiens,2023-10-26,"20231026CLB@MON"
"2023102609:49TOR1",Morgan Rielly,"1ST",Toronto Maple Leafs,2023-10-26,"20231026TOR@DAL"
"2023102609:52PHI3",Bobby Brink,"2ND",Philadelphia Flyers,2023-10-26,"20231026MIN@PHI"
"2023102610:26WPG4",Mason Appleton,"3RD",Winnipeg Jets,2023-10-26,"20231026WPG@DET"
"2023102610:35PIT4",Sidney Crosby,"3RD",Pittsburgh Penguins,2023-10-26,"20231026COL@PIT"
"2023102611:02PHI7",Bobby Brink,"3RD",Philadelphia Flyers,2023-10-26,"20231026MIN@PHI"
"2023102611:17DAL2",Mason Marchment,"2ND",Dallas Stars,2023-10-26,"20231026TOR@DAL"
"2023102611:23STL1",Kasperi Kapanen,"1ST",St. Louis Blues,2023-10-26,"20231026STL@CGY"
"2023102611:24SEA1",Oliver Bjorkstrand,"1ST",Seattle Kraken,2023-10-26,"20231026SEA@CAR"
"2023102612:03NYR2",Braden Schneider,"2ND",New York Rangers,2023-10-26,"20231026NYR@EDM"
"2023102612:25OTT4",Jakob Chychrun,"2ND",Ottawa Senators,2023-10-26,"20231026OTT@NYI"
"2023102613:05NYI2",Cal Clutterbuck,"1ST",New York Islanders,2023-10-26,"20231026OTT@NYI"
"2023102613:24STL2",Nick Leddy,"1ST",St. Louis Blues,2023-10-26,"20231026STL@CGY"
"2023102613:34CLB4",Emil Bemstrom,"2ND",Columbus Blue Jackets,2023-10-26,"20231026CLB@MON"
"2023102613:57PHI1",Travis Konecny,"1ST",Philadelphia Flyers,2023-10-26,"20231026MIN@PHI"
"2023102614:46PHI8",Travis Sanheim,"3RD",Philadelphia Flyers,2023-10-26,"20231026MIN@PHI"
"2023102614:52SEA2",Devin Shore,"1ST",Seattle Kraken,2023-10-26,"20231026SEA@CAR"
"2023102615:00ANA1",Radko Gudas,"1ST",Anaheim Ducks,2023-10-26,"20231026ANA@BOS"
"2023102615:36CAR4",Jesperi Kotkaniemi,"3RD",Carolina Hurricanes,2023-10-26,"20231026SEA@CAR"
"2023102616:28WPG1",Nikolaj Ehlers,"1ST",Winnipeg Jets,2023-10-26,"20231026WPG@DET"
"2023102616:40BOS4",David Pastrnak,"2ND",Boston Bruins,2023-10-26,"20231026ANA@BOS"
"2023102616:51PIT2",Reilly Smith,"1ST",Pittsburgh Penguins,2023-10-26,"20231026COL@PIT"
"2023102617:21CLB2",Emil Bemstrom,"1ST",Columbus Blue Jackets,2023-10-26,"20231026CLB@MON"
"2023102617:30WPG2",Kyle Connor,"1ST",Winnipeg Jets,2023-10-26,"20231026WPG@DET"
"2023102617:53STL3",Oskar Sundqvist,"3RD",St. Louis Blues,2023-10-26,"20231026STL@CGY"
"2023102618:05ANA5",Leo Carlsson,"3RD",Anaheim Ducks,2023-10-26,"20231026ANA@BOS"
"2023102618:07TOR3",Mitchell Marner,"2ND",Toronto Maple Leafs,2023-10-26,"20231026TOR@DAL"
"2023102618:09NYR3",Alexis Lafreniere,"2ND",New York Rangers,2023-10-26,"20231026NYR@EDM"
"2023102618:22CAR3",Martin Necas,"1ST",Carolina Hurricanes,2023-10-26,"20231026SEA@CAR"
"2023102618:58WPG5",Nino Niederreiter,"3RD",Winnipeg Jets,2023-10-26,"20231026WPG@DET"
"2023102619:18TB3",Steven Stamkos,"1ST",Tampa Bay Lightning,2023-10-26,"202310266SJ@TB"
"2023102619:43MON5",Mike Matheson,"2ND",Montreal Canadiens,2023-10-26,"20231026CLB@MON"
"2023102619:45ANA6",Troy Terry,"3RD",Anaheim Ducks,2023-10-26,"20231026ANA@BOS"
"2023102619:49TOR5",John Tavares,"3RD",Toronto Maple Leafs,2023-10-26,"20231026TOR@DAL"
"2023102627.0MON3",Nick Suzuki,"2ND",Montreal Canadiens,2023-10-26,"20231026CLB@MON"
"2023102701:16MIN4",Ryan Hartman,"3RD",Minnesota Wild,2023-10-27,"20231027MIN@WAS"
"2023102701:50LA7",Quinton Byfield,"3RD",Los Angeles Kings,2023-10-27,"20231027LA@ARI"
"2023102702:09NJ7",Jack Hughes,"3RD",New Jersey Devils,2023-10-27,"20231027BUF@NJ"
"2023102702:17MIN1",Marco Rossi,"1ST",Minnesota Wild,2023-10-27,"20231027MIN@WAS"
"2023102705:00WAS5",John Carlson,SHO,Washington Capitals,2023-10-27,"20231027MIN@WAS"
"2023102705:48VAN2",Quinn Hughes,"2ND",Vancouver Canucks,2023-10-27,"20231027STL@VAN"
"2023102705:56LA2",Mikey Anderson,"1ST",Los Angeles Kings,2023-10-27,"20231027LA@ARI"
"2023102706:06CAR3",Teuvo Teravainen,"3RD",Carolina Hurricanes,2023-10-27,"20231027SJ@CAR"
"2023102706:10CAR1",Teuvo Teravainen,"1ST",Carolina Hurricanes,2023-10-27,"20231027SJ@CAR"
"2023102706:11BUF1",John-Jason Peterka,"1ST",Buffalo Sabres,2023-10-27,"20231027BUF@NJ"
"2023102706:35VAN5",Ilya Mikheyev,"3RD",Vancouver Canucks,2023-10-27,"20231027STL@VAN"
"2023102706:54LA8",Anze Kopitar,"3RD",Los Angeles Kings,2023-10-27,"20231027LA@ARI"
"2023102706:58VAN3",Phillip Di Giuseppe,"2ND",Vancouver Canucks,2023-10-27,"20231027STL@VAN"
"2023102707:41NJ2",Alexander Holtz,"1ST",New Jersey Devils,2023-10-27,"20231027BUF@NJ"
"2023102707:46ARI3",Janis Moser,"1ST",Arizona Coyotes,2023-10-27,"20231027LA@ARI"
"2023102707:59VAN1",Quinn Hughes,"1ST",Vancouver Canucks,2023-10-27,"20231027STL@VAN"
"2023102708:21ARI4",Jack McBain,"1ST",Arizona Coyotes,2023-10-27,"20231027LA@ARI"
"2023102708:52VAN4",J.T. Miller,"2ND",Vancouver Canucks,2023-10-27,"20231027STL@VAN"
"2023102708:55ARI5",Sean Durzi,"1ST",Arizona Coyotes,2023-10-27,"20231027LA@ARI"
"2023102709:49WAS2",Tom Wilson,"1ST",Washington Capitals,2023-10-27,"20231027MIN@WAS"
"2023102712:35BUF8",Dylan Cozens,"3RD",Buffalo Sabres,2023-10-27,"20231027BUF@NJ"
"2023102713:47NJ5",Erik Haula,"2ND",New Jersey Devils,2023-10-27,"20231027BUF@NJ"
"2023102714:17NJ9",Erik Haula,"3RD",New Jersey Devils,2023-10-27,"20231027BUF@NJ"
"2023102715:10CAR2",Teuvo Teravainen,"1ST",Carolina Hurricanes,2023-10-27,"20231027SJ@CAR"
"2023102715:42BUF3",Tage Thompson,"1ST",Buffalo Sabres,2023-10-27,"20231027BUF@NJ"
"2023102716:11LA6",Drew Doughty,"2ND",Los Angeles Kings,2023-10-27,"20231027LA@ARI"
"2023102716:11NJ4",Jesper Bratt,"1ST",New Jersey Devils,2023-10-27,"20231027BUF@NJ"
"2023102717:14WAS3",Dylan Strome,"1ST",Washington Capitals,2023-10-27,"20231027MIN@WAS"
"2023102717:32BUF6",Rasmus Dahlin,"2ND",Buffalo Sabres,2023-10-27,"20231027BUF@NJ"
"2023102718:01LA9",Drew Doughty,"3RD",Los Angeles Kings,2023-10-27,"20231027LA@ARI"
"2023102737.0ARI1",Matias Maccelli,"1ST",Arizona Coyotes,2023-10-27,"20231027LA@ARI"
"2023102801:54MON6",Joel Armia,"3RD",Montreal Canadiens,2023-10-28,"20231028WPG@MON"
"2023102802:13NSH5",Roman Josi,OVE,Nashville Predators,2023-10-28,"20231028TOR@NSH"
"2023102802:42ANA7",Trevor Zegras,"3RD",Anaheim Ducks,2023-10-28,"20231028ANA@PHI"
"2023102803:14ANA8",Brett Leason,"3RD",Anaheim Ducks,2023-10-28,"20231028ANA@PHI"
"2023102803:48NYR7",K'Andre Miller,OVE,New York Rangers,2023-10-28,"20231028NYR@VAN"
"2023102804:24OTT1",Ridly Greig,"1ST",Ottawa Senators,2023-10-28,"20231028OTT@PIT"
"2023102804:28WPG1",Adam Lowry,"1ST",Winnipeg Jets,2023-10-28,"20231028WPG@MON"
"2023102805:00MON7",Nick Suzuki,SHO,Montreal Canadiens,2023-10-28,"20231028WPG@MON"
"2023102805:05MON2",Justin Barron,"1ST",Montreal Canadiens,2023-10-28,"20231028WPG@MON"
"2023102805:28OTT3",Dominik Kubalik,"2ND",Ottawa Senators,2023-10-28,"20231028OTT@PIT"
"2023102806:40DET3",Joseph Veleno,"3RD",Detroit Red Wings,2023-10-28,"20231028DET@BOS"
"2023102806:58ANA3",Frank Vatrano,"2ND",Anaheim Ducks,2023-10-28,"20231028ANA@PHI"
"2023102807:34SEA2",Eeli Tolvanen,"2ND",Seattle Kraken,2023-10-28,"20231028SEA@FLA"
"2023102807:58SEA1",Jared McCann,"1ST",Seattle Kraken,2023-10-28,"20231028SEA@FLA"
"2023102808:23MON5",Sean Monahan,"2ND",Montreal Canadiens,2023-10-28,"20231028WPG@MON"
"2023102808:53FLA3",Gustav Forsling,"2ND",Florida Panthers,2023-10-28,"20231028SEA@FLA"
"2023102809:04FLA4",Matthew Tkachuk,"2ND",Florida Panthers,2023-10-28,"20231028SEA@FLA"
"2023102809:06VAN3",Tyler Myers,"3RD",Vancouver Canucks,2023-10-28,"20231028NYR@VAN"
"2023102809:18NYR1",Artemi Panarin,"1ST",New York Rangers,2023-10-28,"20231028NYR@VAN"
"2023102809:30ANA4",Adam Henrique,"2ND",Anaheim Ducks,2023-10-28,"20231028ANA@PHI"
"2023102809:51PHI9",Travis Konecny,"3RD",Philadelphia Flyers,2023-10-28,"20231028ANA@PHI"
"2023102810:33BOS1",Pavel Zacha,"1ST",Boston Bruins,2023-10-28,"20231028DET@BOS"
"2023102811:12ANA10",Frank Vatrano,"3RD",Anaheim Ducks,2023-10-28,"20231028ANA@PHI"
"2023102811:19BOS4",David Pastrnak,"3RD",Boston Bruins,2023-10-28,"20231028DET@BOS"
"2023102811:49PHI5",Cam Atkinson,"2ND",Philadelphia Flyers,2023-10-28,"20231028ANA@PHI"
"2023102812:21NYR4",Adam Fox,"3RD",New York Rangers,2023-10-28,"20231028NYR@VAN"
"2023102812:35PHI6",Travis Konecny,"2ND",Philadelphia Flyers,2023-10-28,"20231028ANA@PHI"
"2023102812:46TOR3",Mark Giordano,"2ND",Toronto Maple Leafs,2023-10-28,"20231028TOR@NSH"
"2023102813:07OTT5",Brady Tkachuk,"3RD",Ottawa Senators,2023-10-28,"20231028OTT@PIT"
"2023102813:24NYR5",Mika Zibanejad,"3RD",New York Rangers,2023-10-28,"20231028NYR@VAN"
"2023102813:32TOR1",William Nylander,"1ST",Toronto Maple Leafs,2023-10-28,"20231028TOR@NSH"
"2023102813:38OTT6",Drake Batherson,"3RD",Ottawa Senators,2023-10-28,"20231028OTT@PIT"
"2023102814:08FLA5",Nick Cousins,"3RD",Florida Panthers,2023-10-28,"20231028SEA@FLA"
"2023102814:14OTT2",Brady Tkachuk,"1ST",Ottawa Senators,2023-10-28,"20231028OTT@PIT"
"2023102814:36BOS2",Charlie McAvoy,"1ST",Boston Bruins,2023-10-28,"20231028DET@BOS"
"2023102815.0WPG3",Adam Lowry,"2ND",Winnipeg Jets,2023-10-28,"20231028WPG@MON"
"2023102815:05NSH2",Ryan O'Reilly,"1ST",Nashville Predators,2023-10-28,"20231028TOR@NSH"
"2023102815:08NSH4",Ryan O'Reilly,"2ND",Nashville Predators,2023-10-28,"20231028TOR@NSH"
"2023102815:20ANA2",Frank Vatrano,"1ST",Anaheim Ducks,2023-10-28,"20231028ANA@PHI"
"2023102815:42VAN6",Carson Soucy,"3RD",Vancouver Canucks,2023-10-28,"20231028NYR@VAN"
"2023102815:45NYI1",Kyle Palmieri,"1ST",New York Islanders,2023-10-28,"20231028NYI@CLB"
"2023102815:57VAN2",J.T. Miller,"2ND",Vancouver Canucks,2023-10-28,"20231028NYR@VAN"
"2023102816:39NYI2",Matt Martin,"3RD",New York Islanders,2023-10-28,"20231028NYI@CLB"
"2023102817:00PHI11",Joel Farabee,"3RD",Philadelphia Flyers,2023-10-28,"20231028ANA@PHI"
"2023102817:34PIT4",Sidney Crosby,"2ND",Pittsburgh Penguins,2023-10-28,"20231028OTT@PIT"
"2023102817:41BOS5",David Pastrnak,"3RD",Boston Bruins,2023-10-28,"20231028DET@BOS"
"2023102819:26PIT7",Jake Guentzel,"3RD",Pittsburgh Penguins,2023-10-28,"20231028OTT@PIT"
"2023102833.0WPG4",Nino Niederreiter,"2ND",Winnipeg Jets,2023-10-28,"20231028WPG@MON"
"2023102858.0ANA1",Ryan Strome,"1ST",Anaheim Ducks,2023-10-28,"20231028ANA@PHI"
"2023102901:39BUF2",Casey Mittelstadt,"2ND",Buffalo Sabres,2023-10-29,"20231029COL@BUF"
"2023102902:18WAS2",Dylan Strome,"3RD",Washington Capitals,2023-10-29,"20231029SJ@WAS"
"2023102902:31MIN3",Ryan Hartman,"2ND",Minnesota Wild,2023-10-29,"20231029MIN@NJ"
"2023102904:19EDM1",Brett Kulak,"1ST",Edmonton Oilers,2023-10-29,"20231029CGY@EDM"
"2023102906:10NJ4",Tyler Toffoli,"2ND",New Jersey Devils,2023-10-29,"20231029MIN@NJ"
"2023102906:13NJ1",Jesper Bratt,"1ST",New Jersey Devils,2023-10-29,"20231029MIN@NJ"
"2023102906:16EDM6",Vincent Desharnais,"3RD",Edmonton Oilers,2023-10-29,"20231029CGY@EDM"
"2023102906:54NJ5",Erik Haula,"2ND",New Jersey Devils,2023-10-29,"20231029MIN@NJ"
"2023102908:16BUF3",Tyson Jost,"2ND",Buffalo Sabres,2023-10-29,"20231029COL@BUF"
"2023102909:38EDM2",Zach Hyman,"1ST",Edmonton Oilers,2023-10-29,"20231029CGY@EDM"
"2023102910:32BUF1",John-Jason Peterka,"1ST",Buffalo Sabres,2023-10-29,"20231029COL@BUF"
"2023102911:28CGY5",A.J. Greer,"2ND",Calgary Flames,2023-10-29,"20231029CGY@EDM"
"2023102911:40SJ1",Luke Kunin,"1ST",San Jose Sharks,2023-10-29,"20231029SJ@WAS"
"2023102914:53MIN2",Pat Maroon,"1ST",Minnesota Wild,2023-10-29,"20231029MIN@NJ"
"2023102914:55CGY3",Nazem Kadri,"1ST",Calgary Flames,2023-10-29,"20231029CGY@EDM"
"2023102915:15WAS3",Tom Wilson,"3RD",Washington Capitals,2023-10-29,"20231029SJ@WAS"
"2023102915:17MIN7",Jacob Middleton,"3RD",Minnesota Wild,2023-10-29,"20231029MIN@NJ"
"2023102916:06EDM4",Evan Bouchard,"1ST",Edmonton Oilers,2023-10-29,"20231029CGY@EDM"
"2023102916:39NJ6",Jesper Bratt,"2ND",New Jersey Devils,2023-10-29,"20231029MIN@NJ"
"2023102916:52BUF4",Rasmus Dahlin,"3RD",Buffalo Sabres,2023-10-29,"20231029COL@BUF"
"2023102919:02WAS4",Evgeny Kuznetsov,"3RD",Washington Capitals,2023-10-29,"20231029SJ@WAS"
"2023102919:13EDM7",Evander Kane,"3RD",Edmonton Oilers,2023-10-29,"20231029CGY@EDM"
"2023103001:05NYI2",Noah Dobson,"3RD",New York Islanders,2023-10-30,"20231030DET@NYI"
"2023103001:25DET7",Lucas Raymond,OVE,Detroit Red Wings,2023-10-30,"20231030DET@NYI"
"2023103001:25PIT5",Radim Zohorna,"3RD",Pittsburgh Penguins,2023-10-30,"20231030ANA@PIT"
"2023103002:23ARI2",Michael Carcone,"1ST",Arizona Coyotes,2023-10-30,"20231030CHI@ARI"
"2023103002:49DAL5",Matt Duchene,"3RD",Dallas Stars,2023-10-30,"20231030CLB@DAL"
"2023103002:53SEA7",Jared McCann,OVE,Seattle Kraken,2023-10-30,"20231030SEA@TB"
